ID;Cidade;Area;Quartos;Banheiros;Vagas garagem;Aceita Animais;Mobilhado;Valor condomínio;Valor do Aluguel;IPTU;Seguro;Tipo Imóvel;Bairro;Estado;;;;;
246;Jundiaí;148;3;2;2;Não;Sim;2830;9000;267;115;Casa;Vale Azul;Disponível;;;;;
247;Jundiaí;75;2;1;1;Não;Não;748;2000;0;26;Casa;Nambi;Locado;;;;;
248;Jundiaí;44;1;1;0;Não;Não;417;3016;0;12;Casa;Cerâmica Ibetel;Disponível;;;;;
249;Jundiaí;35;1;1;0;Sim;Não;0;1100;30;14;Casa;Marco Leite;Disponível;;;;;
250;Jundiaí;320;4;2;2;Sim;Sim;0;8000;642;121;Casa;Tamoio;Disponível;;;;;
251;Jundiaí;98;3;2;1;Sim;Não;727;1233;84;16;Casa;Vila Municipal;Disponível;;;;;
252;Jundiaí;51;1;1;0;Não;Sim;707;1300;45;17;Apartamento;Santa Gertrudes;Disponível;;;;;
253;Jundiaí;322;4;5;5;Sim;Sim;2700;15000;1875;191;Casa;Hortolândia;Disponível;;;;;
254;Jundiaí;187;4;5;3;Sim;Não;3912;5300;1424;68;Casa;Vila Arens / Vila Progresso;Disponível;;;;;
255;Jundiaí;62;3;2;1;Não;Sim;1550;4800;167;61;Casa;Vianelo / Bonfiglioli;Disponível;;;;;
256;Jundiaí;130;2;2;1;Sim;Não;1100;4300;100;55;Apartamento;Tulipas;Disponível;;;;;
257;Jundiaí;600;4;6;3;Sim;Não;1123;5500;819;83;Casa;Medeiros;Disponível;;;;;
258;Jundiaí;520;3;4;2;Sim;Não;0;9000;1500;136;Apartamento;Pinheirinhos/Represa;Locado;;;;;
259;Jundiaí;86;1;2;1;Sim;Sim;1800;6500;375;83;Casa;Pacaembu;Disponível;;;;;
260;Jundiaí;72;2;2;1;Sim;Não;1100;5431;334;69;Casa;Maringá;Disponível;;;;;
261;Jundiaí;550;4;4;4;Sim;Não;0;14000;1334;211;Casa;Aeroporto;Locado;;;;;
262;Jundiaí;50;1;1;0;Não;Não;0;1220;0;19;Apartamento;Parque Residencial Eloy Chaves;Disponível;;;;;
263;Jundiaí;298;5;3;3;Sim;Não;0;8000;1384;121;Apartamento;Horto Florestal;Locado;;;;;
264;Jundiaí;74;3;2;1;Sim;Não;700;1800;120;23;Casa;Jundiaí Mirim;Locado;;;;;
265;Jundiaí;41;1;1;0;Sim;Sim;450;2470;0;32;Apartamento;Pinheirinhos/Represa;Locado;;;;;
266;Jundiaí;80;3;2;2;Sim;Não;750;1450;110;19;Apartamento;Parque Centenário;Locado;;;;;
267;Jundiaí;130;3;2;1;Sim;Não;1200;4500;100;58;Casa;Hortolândia;Locado;;;;;
268;Jundiaí;64;1;2;2;Sim;Não;691;2100;92;27;Apartamento;Marco Leite;Locado;;;;;
269;Jundiaí;50;1;1;1;Não;Não;1170;2730;9;35;Apartamento;Rami;Locado;;;;;
270;Jundiaí;200;3;2;4;Sim;Não;0;3500;0;53;Apartamento;Marco Leite;Locado;;;;;
271;Jundiaí;70;1;1;2;Sim;Sim;2150;7000;542;89;Casa;Ponte São João;Locado;;;;;
272;Jundiaí;41;1;1;1;Sim;Não;390;1950;65;14;Casa;Nova Odessa;Disponível;;;;;
273;Jundiaí;89;2;2;0;Sim;Não;1000;1900;0;25;Apartamento;Vianelo / Bonfiglioli;Disponível;;;;;
274;Jundiaí;250;4;2;8;Sim;Não;0;13040;500;197;Casa;Ponte São João;Locado;;;;;
275;Jundiaí;105;2;1;0;Sim;Não;0;1800;125;28;Casa;Engordadouro;Locado;;;;;
276;Jundiaí;150;2;2;1;Sim;Não;1;2100;0;32;Casa;Malota;Disponível;;;;;
277;Jundiaí;50;2;1;1;Não;Não;450;1950;0;25;Apartamento;Casa Branca;Disponível;;;;;
278;Jundiaí;180;3;2;1;Sim;Não;0;5400;459;82;Apartamento;Centro;Disponível;;;;;
279;Jundiaí;50;1;1;0;Não;Não;0;1000;0;16;Casa;Retiro;Disponível;;;;;
280;Jundiaí;70;1;1;2;Sim;Não;0;1450;5;22;Apartamento;Fazenda Grande;Locado;;;;;
281;Jundiaí;177;2;2;2;Sim;Não;0;6000;342;91;Casa;Torres São José;Locado;;;;;
282;Jundiaí;177;4;5;4;Sim;Não;1500;9200;959;117;Apartamento;Samambaia;Locado;;;;;
283;Jundiaí;18;1;1;0;Sim;Não;0;1710;0;22;Apartamento;Santa Gertrudes;Disponível;;;;;
284;Jundiaí;200;3;4;2;Sim;Não;0;2900;1100;44;Apartamento;Ponte São João;Disponível;;;;;
285;Jundiaí;45;1;1;1;Não;Sim;3000;5520;0;70;Casa;Jardim Ermida Ii;Locado;;;;;
286;Jundiaí;70;2;1;1;Sim;Não;220;750;43;10;Casa;Jardim Ermida;Disponível;;;;;
287;Jundiaí;66;3;2;1;Sim;Não;708;2179;13;28;Apartamento;Anhangabaú;Locado;;;;;
288;Jundiaí;48;2;1;0;Sim;Não;90;1150;90;15;Apartamento;Novo Horizonte;Disponível;;;;;
289;Jundiaí;515;5;4;3;Sim;Não;5600;15000;250;191;Casa;Hortolândia;Disponível;;;;;
290;Jundiaí;55;2;2;1;Sim;Não;650;2000;0;26;Casa;Moisés;Locado;;;;;
291;Jundiaí;350;4;5;2;Sim;Não;0;5000;325;76;Casa;Alvorada;Disponível;;;;;
292;Jundiaí;260;3;3;3;Sim;Sim;2210;5000;842;64;Apartamento;Vila Municipal;Disponível;;;;;
293;Jundiaí;78;2;1;1;Sim;Não;645;2000;35;26;Casa;Parque Centenário;Disponível;;;;;
294;Jundiaí;35;1;1;0;Sim;Sim;420;1780;0;23;Casa;Tamoio;Locado;;;;;
295;Jundiaí;106;2;1;2;Não;Não;0;2100;110;32;Casa;Vianelo / Bonfiglioli;Disponível;;;;;
296;Jundiaí;500;3;3;5;Sim;Sim;0;15000;1125;226;Casa;Medeiros;Locado;;;;;
297;Jundiaí;38;1;1;0;Não;Não;0;1650;0;25;Casa;Rami;Disponível;;;;;
298;Jundiaí;153;2;2;1;Sim;Sim;1500;11900;350;151;Apartamento;Engordadouro;Disponível;;;;;
299;Jundiaí;64;2;2;2;Sim;Não;830;1600;205;21;Casa;Vale Azul;Disponível;;;;;
300;Jundiaí;260;3;4;4;Sim;Não;0;4500;0;68;Casa;Retiro;Locado;;;;;
301;Jundiaí;50;1;1;1;Sim;Não;1500;500;105;7;Apartamento;Santa Gertrudes;Locado;;;;;
302;Jundiaí;170;3;2;1;Sim;Sim;1700;4500;85;58;Casa;Nambi;Locado;;;;;
303;Jundiaí;120;2;2;2;Sim;Sim;1043;4880;264;62;Casa;Fazenda Grande;Disponível;;;;;
304;Jundiaí;700;4;5;2;Sim;Sim;3000;8000;402;102;Casa;Anhangabaú;Disponível;;;;;
305;Jundiaí;270;5;7;2;Sim;Não;0;3978;89;60;Casa;Centro;Disponível;;;;;
306;Jundiaí;40;1;1;0;Sim;Não;890;3463;0;32;Apartamento;Jardim Do Lago;Disponível;;;;;
307;Jundiaí;640;4;4;4;Sim;Sim;5400;10200;1584;130;Apartamento;Ponte São João;Disponível;;;;;
308;Jundiaí;40;1;1;0;Sim;Não;0;980;59;15;Casa;Tulipas;Disponível;;;;;
309;Jundiaí;40;2;1;0;Sim;Não;348;1100;0;14;Apartamento;Parque Centenário;Locado;;;;;
310;Jundiaí;42;1;1;1;Sim;Sim;450;2000;88;26;Casa;Cecap;Locado;;;;;
311;Jundiaí;62;1;1;0;Sim;Não;550;2100;0;27;Casa;Vale Azul;Locado;;;;;
312;Jundiaí;106;2;3;2;Não;Sim;950;5000;250;64;Apartamento;Anhangabaú;Disponível;;;;;
313;Jundiaí;103;3;2;1;Sim;Não;944;4400;126;56;Casa;Tulipas;Disponível;;;;;
314;Jundiaí;360;3;5;3;Sim;Não;4300;8500;1500;108;Casa;Vale Azul;Disponível;;;;;
315;Jundiaí;113;1;1;2;Sim;Sim;650;6400;0;82;Casa;Fazenda Grande;Disponível;;;;;
316;Jundiaí;164;4;4;3;Sim;Não;1840;6000;550;77;Apartamento;Vila Municipal;Disponível;;;;;
317;Jundiaí;110;3;2;3;Sim;Não;0;2800;15;43;Casa;Moisés;Disponível;;;;;
318;Jundiaí;110;2;2;1;Sim;Sim;1285;4348;196;56;Casa;Vianelo / Bonfiglioli;Disponível;;;;;
319;Jundiaí;136;4;3;1;Sim;Não;1800;4200;312;54;Casa;Nova Odessa;Locado;;;;;
320;Jundiaí;65;1;1;1;Sim;Não;380;1200;83;16;Apartamento;Horto Florestal;Locado;;;;;
321;Jundiaí;62;2;1;1;Não;Não;735;1345;35;18;Casa;Torres São José;Disponível;;;;;
322;Jundiaí;163;3;5;3;Sim;Não;1450;9800;350;125;Casa;Gramadão;Locado;;;;;
323;Jundiaí;47;2;1;1;Sim;Não;597;1570;0;20;Apartamento;Samambaia;Locado;;;;;
324;Jundiaí;50;1;1;1;Sim;Não;795;3500;213;45;Casa;Caxambu;Locado;;;;;
325;Jundiaí;79;3;2;2;Sim;Sim;900;3000;209;39;Casa;Centro;Locado;;;;;
326;Jundiaí;250;3;3;2;Não;Sim;1400;5380;234;69;Casa;Cecap;Locado;;;;;
327;Jundiaí;50;2;1;1;Sim;Não;380;1210;0;16;Casa;Moisés;Disponível;;;;;
328;Jundiaí;150;3;3;2;Sim;Não;0;5000;235;76;Apartamento;Jardim Ermida;Disponível;;;;;
329;Jundiaí;76;2;1;0;Sim;Não;300;700;100;9;Apartamento;Parque Centenário;Locado;;;;;
330;Jundiaí;72;2;2;1;Sim;Não;520;1800;159;23;Apartamento;Santa Gertrudes;Disponível;;;;;
331;Jundiaí;35;1;1;1;Sim;Sim;1280;4000;200;51;Casa;Parque Residencial Eloy Chaves;Disponível;;;;;
332;Jundiaí;250;3;4;4;Sim;Não;3421;10700;1224;136;Casa;Agapeama;Locado;;;;;
333;Jundiaí;85;3;1;1;Não;Não;598;1110;63;15;Apartamento;Tulipas;Disponível;;;;;
334;Jundiaí;60;1;1;1;Sim;Não;583;1100;49;14;Casa;Vale Azul;Disponível;;;;;
335;Jundiaí;47;2;1;1;Sim;Não;255;1290;33;17;Casa;Parque Centenário;Disponível;;;;;
336;Jundiaí;104;3;3;2;Não;Sim;915;9000;254;115;Casa;Medeiros;Disponível;;;;;
337;Jundiaí;203;3;1;2;Sim;Não;0;3300;117;50;Apartamento;Vila Arens / Vila Progresso;Locado;;;;;
338;Jundiaí;136;3;2;1;Sim;Não;1513;3500;260;45;Casa;Tulipas;Disponível;;;;;
339;Jundiaí;53;1;1;1;Sim;Não;694;4500;200;58;Casa;Vale Azul;Locado;;;;;
340;Jundiaí;400;4;3;2;Sim;Não;0;15000;1870;226;Apartamento;Novo Horizonte;Disponível;;;;;
341;Jundiaí;40;1;1;1;Sim;Sim;480;4200;75;54;Apartamento;Fazenda Grande;Locado;;;;;
342;Jundiaí;38;1;1;0;Sim;Não;0;1680;0;22;Casa;Retiro;Disponível;;;;;
343;Jundiaí;340;4;6;4;Sim;Sim;3100;2800;1667;36;Apartamento;Colônia;Disponível;;;;;
344;Jundiaí;134;3;3;2;Não;Não;1000;2500;177;32;Casa;Vianelo / Bonfiglioli;Disponível;;;;;
345;Jundiaí;97;2;2;0;Sim;Sim;453;3000;0;39;Casa;Samambaia;Locado;;;;;
346;Jundiaí;90;1;1;0;Não;Não;0;1150;59;18;Casa;Jardim Ermida Ii;Locado;;;;;
347;Jundiaí;260;4;5;2;Sim;Sim;2600;8000;417;102;Apartamento;Colônia;Disponível;;;;;
348;Jundiaí;66;2;1;0;Sim;Não;356;1650;0;21;Casa;Vila Rio Branco;Disponível;;;;;
349;Jundiaí;92;2;1;1;Não;Não;2750;2930;448;38;Casa;Samambaia;Disponível;;;;;
350;Jundiaí;92;3;3;1;Sim;Sim;750;4250;21;54;Apartamento;Cecap;Disponível;;;;;
351;Jundiaí;155;3;4;2;Sim;Não;1400;13100;409;166;Casa;Fazenda Grande;Locado;;;;;
352;Jundiaí;30;1;1;0;Não;Não;0;900;0;12;Apartamento;Marco Leite;Disponível;;;;;
353;Jundiaí;27;1;1;0;Não;Não;1405;3500;1;45;Casa;Malota;Locado;;;;;
354;Jundiaí;175;4;3;2;Sim;Não;0;3200;380;49;Casa;Currupira;Locado;;;;;
355;Jundiaí;326;3;4;4;Sim;Não;2808;6500;1605;83;Apartamento;Centro;Locado;;;;;
356;Jundiaí;236;4;5;4;Sim;Não;3500;10000;1834;127;Apartamento;Tamoio;Disponível;;;;;
357;Jundiaí;119;3;1;1;Sim;Não;926;1200;100;16;Casa;Moisés;Disponível;;;;;
358;Jundiaí;23;1;1;0;Sim;Não;383;2050;40;26;Casa;Malota;Locado;;;;;
359;Jundiaí;260;2;4;4;Não;Não;2000;8000;667;102;Casa;Cerâmica Ibetel;Locado;;;;;
360;Jundiaí;400;3;3;2;Não;Não;0;12000;0;181;Casa;Medeiros;Locado;;;;;
361;Jundiaí;87;1;1;2;Sim;Sim;870;7900;150;101;Apartamento;Malota;Disponível;;;;;
362;Jundiaí;65;2;1;1;Sim;Não;0;1800;0;28;Casa;Alvorada;Disponível;;;;;
363;Jundiaí;210;3;4;4;Sim;Sim;2000;15000;1000;191;Casa;Engordadouro;Disponível;;;;;
364;Jundiaí;250;3;4;2;Sim;Não;0;4200;192;64;Apartamento;Tamoio;Locado;;;;;
365;Jundiaí;155;3;2;3;Sim;Sim;2600;11700;667;149;Casa;Parque Do Colégio;Disponível;;;;;
366;Jundiaí;300;4;3;5;Sim;Não;0;4100;20;62;Casa;Horto Florestal;Locado;;;;;
367;Jundiaí;70;3;2;2;Sim;Não;500;1800;78;23;Casa;Torres São José;Disponível;;;;;
368;Jundiaí;68;1;2;1;Sim;Não;1200;4500;100;58;Casa;Parque Do Colégio;Locado;;;;;
369;Jundiaí;220;3;5;3;Não;Sim;2000;7900;417;101;Apartamento;Jardim Do Lago;Locado;;;;;
370;Jundiaí;91;3;2;2;Sim;Não;700;2250;175;29;Casa;Anhangabaú;Disponível;;;;;
371;Jundiaí;230;4;4;8;Sim;Não;0;5100;320;77;Apartamento;Cerâmica Ibetel;Locado;;;;;
372;Jundiaí;48;2;1;0;Sim;Não;288;950;45;13;Apartamento;Jardim Ermida;Disponível;;;;;
373;Jundiaí;90;2;2;2;Não;Sim;1400;10000;0;127;Casa;Nambi;Locado;;;;;
374;Jundiaí;60;1;1;1;Sim;Sim;1000;5500;200;70;Apartamento;Fazenda Grande;Disponível;;;;;
375;Jundiaí;450;4;4;3;Sim;Não;5500;15000;0;191;Casa;Fazenda Grande;Disponível;;;;;
376;Jundiaí;16;1;1;0;Não;Não;0;850;35;11;Casa;Vianelo / Bonfiglioli;Locado;;;;;
377;Jundiaí;100;3;2;1;Sim;Não;1100;1400;291;18;Casa;Torres São José;Disponível;;;;;
378;Jundiaí;300;3;3;3;Sim;Não;1;3400;417;52;Casa;Anhangabaú;Locado;;;;;
379;Jundiaí;151;3;4;3;Não;Sim;1700;6800;475;87;Casa;Caxambu;Disponível;;;;;
380;Jundiaí;150;3;4;3;Sim;Sim;2092;7608;730;97;Casa;Aeroporto;Disponível;;;;;
381;Jundiaí;57;2;1;1;Sim;Não;570;1500;67;20;Apartamento;Horto Florestal;Disponível;;;;;
382;Jundiaí;30;1;1;1;Não;Sim;1787;1200;144;16;Apartamento;Pinheirinhos/Represa;Locado;;;;;
383;Jundiaí;53;1;1;1;Sim;Sim;1350;3110;85;40;Apartamento;Vianelo / Bonfiglioli;Locado;;;;;
384;Jundiaí;270;3;4;3;Sim;Não;0;6800;417;103;Apartamento;Horto Florestal;Locado;;;;;
385;Jundiaí;78;2;2;2;Sim;Sim;1400;5800;334;74;Casa;Maringá;Locado;;;;;
386;Jundiaí;20;1;1;0;Não;Sim;150;3142;67;40;Apartamento;Pacaembu;Locado;;;;;
387;Jundiaí;140;5;2;1;Sim;Sim;0;3999;200;51;Casa;Colônia;Locado;;;;;
388;Jundiaí;155;3;3;2;Sim;Sim;2300;12000;700;153;Casa;Horto Florestal;Disponível;;;;;
389;Jundiaí;118;3;2;4;Sim;Não;850;2250;334;29;Casa;Samambaia;Locado;;;;;
390;Jundiaí;235;4;4;3;Sim;Não;3450;5500;541;70;Casa;Novo Horizonte;Disponível;;;;;
391;Jundiaí;400;4;4;4;Sim;Não;4700;9000;1125;115;Casa;Rami;Locado;;;;;
392;Jundiaí;80;2;2;1;Não;Não;1015;3500;117;45;Apartamento;Novo Horizonte;Disponível;;;;;
393;Jundiaí;50;1;1;0;Não;Sim;710;3100;85;12;Apartamento;Nambi;Disponível;;;;;
394;Jundiaí;55;2;2;1;Sim;Não;337;2500;86;32;Apartamento;Centro;Locado;;;;;
395;Jundiaí;400;4;4;4;Sim;Não;0;8500;1250;128;Casa;Parque Residencial Eloy Chaves;Disponível;;;;;
396;Jundiaí;63;3;2;0;Sim;Não;550;1800;0;23;Casa;Pacaembu;Locado;;;;;
397;Jundiaí;325;4;3;2;Sim;Não;4500;8500;1111;108;Casa;Currupira;Disponível;;;;;
398;Jundiaí;200;3;3;2;Não;Sim;2500;6000;125;77;Apartamento;São Camilo;Disponível;;;;;
399;Jundiaí;58;2;2;1;Sim;Sim;790;5000;192;64;Casa;Parque Do Colégio;Disponível;;;;;
400;Jundiaí;180;3;2;3;Sim;Não;0;4600;3600;70;Casa;Tulipas;Disponível;;;;;
401;Jundiaí;159;3;2;0;Sim;Não;1774;4507;444;19;Apartamento;Marco Leite;Locado;;;;;
402;Jundiaí;420;4;3;4;Sim;Não;0;15000;1250;226;Casa;Vila Municipal;Locado;;;;;
403;Jundiaí;88;3;1;2;Sim;Não;685;1500;35;20;Apartamento;Malota;Disponível;;;;;
404;Jundiaí;70;3;1;1;Sim;Não;549;1135;0;5;Apartamento;Centro;Locado;;;;;
405;Jundiaí;246;4;5;4;Não;Não;2200;10000;750;127;Casa;Retiro;Disponível;;;;;
406;Jundiaí;53;2;1;1;Sim;Não;550;1250;0;16;Apartamento;Anhangabaú;Disponível;;;;;
407;Jundiaí;22;1;1;1;Não;Não;500;2200;0;28;Casa;Samambaia;Locado;;;;;
408;Jundiaí;80;1;1;0;Sim;Não;0;1700;60;26;Apartamento;Ponte São João;Locado;;;;;
409;Jundiaí;30;1;1;1;Sim;Sim;500;2570;0;8;Casa;Currupira;Disponível;;;;;
410;Jundiaí;157;3;5;3;Sim;Não;2300;7000;442;89;Apartamento;Torres São José;Locado;;;;;
411;Jundiaí;450;3;3;8;Sim;Sim;0;5015;400;76;Casa;Parque Do Colégio;Disponível;;;;;
412;Jundiaí;90;3;2;0;Sim;Não;295;2572;53;8;Casa;Tamoio;Disponível;;;;;
413;Jundiaí;88;2;1;0;Não;Não;800;1800;0;23;Casa;Pacaembu;Disponível;;;;;
414;Jundiaí;46;1;1;0;Sim;Sim;1300;1950;0;25;Apartamento;Casa Branca;Locado;;;;;
415;Jundiaí;189;4;2;2;Sim;Não;1970;8000;559;102;Casa;Distrito Industrial;Locado;;;;;
416;Jundiaí;49;2;1;1;Não;Não;395;1250;0;16;Casa;Samambaia;Locado;;;;;
417;Jundiaí;180;3;2;2;Sim;Não;2500;7000;1200;89;Casa;Agapeama;Disponível;;;;;
418;Jundiaí;128;3;3;2;Sim;Não;1090;7000;500;89;Casa;Gramadão;Disponível;;;;;
419;Jundiaí;60;2;2;0;Sim;Não;518;1300;170;10;Apartamento;Gramadão;Disponível;;;;;
420;Jundiaí;74;3;2;1;Sim;Não;982;1710;48;22;Casa;Marco Leite;Locado;;;;;
421;Jundiaí;80;1;1;1;Sim;Não;1800;2500;180;32;Casa;Gramadão;Disponível;;;;;
422;Jundiaí;150;3;2;1;Sim;Não;0;2500;0;38;Apartamento;Cecap;Locado;;;;;
423;Jundiaí;70;3;2;1;Sim;Não;799;1900;182;25;Casa;Pinheirinhos/Represa;Disponível;;;;;
424;Jundiaí;113;3;2;2;Sim;Não;1300;4800;250;61;Apartamento;Parque Residencial Eloy Chaves;Disponível;;;;;
425;Jundiaí;50;1;1;0;Sim;Não;0;880;0;14;Apartamento;Nova Odessa;Locado;;;;;
426;Jundiaí;300;4;2;2;Sim;Sim;3000;6500;1091;83;Apartamento;Parque Centenário;Disponível;;;;;
427;Jundiaí;140;2;3;1;Sim;Sim;1306;5000;250;64;Casa;Jundiaí Mirim;Disponível;;;;;
428;Jundiaí;300;4;5;1;Sim;Sim;3700;8550;400;109;Casa;Horto Florestal;Disponível;;;;;
429;Jundiaí;350;5;4;8;Não;Não;0;9000;762;136;Casa;Cerâmica Ibetel;Disponível;;;;;
430;Jundiaí;78;2;1;1;Sim;Não;0;1700;82;26;Apartamento;Distrito Industrial;Locado;;;;;
431;Jundiaí;110;2;2;0;Sim;Sim;960;4200;218;54;Apartamento;Centro;Disponível;;;;;
432;Jundiaí;423;4;5;7;Sim;Não;5785;14000;2647;178;Apartamento;Vila Rio Branco;Disponível;;;;;
433;Jundiaí;110;1;1;0;Sim;Não;923;3182;0;14;Casa;Currupira;Locado;;;;;
434;Jundiaí;136;2;4;2;Sim;Não;1540;4800;242;61;Casa;Torres São José;Locado;;;;;
435;Jundiaí;56;2;1;1;Sim;Não;1091;1700;72;22;Casa;Nambi;Locado;;;;;
436;Jundiaí;20;1;1;0;Sim;Sim;402;2800;68;36;Casa;Casa Branca;Locado;;;;;
437;Jundiaí;115;3;2;2;Sim;Não;1900;2900;400;37;Apartamento;Samambaia;Disponível;;;;;
438;Jundiaí;140;2;2;1;Não;Não;2000;12500;279;159;Casa;São Camilo;Locado;;;;;
439;Jundiaí;64;2;1;1;Sim;Não;500;1400;11;18;Apartamento;Santa Gertrudes;Locado;;;;;
440;Jundiaí;60;2;1;1;Sim;Sim;990;2500;42;32;Apartamento;Pinheirinhos/Represa;Disponível;;;;;
441;Jundiaí;132;3;2;1;Sim;Não;1477;2800;45;36;Casa;São Camilo;Disponível;;;;;
442;Jundiaí;210;4;3;3;Sim;Não;1250;4000;750;51;Casa;Parque Centenário;Locado;;;;;
443;Jundiaí;300;4;4;3;Sim;Sim;0;5080;284;77;Casa;Engordadouro;Locado;;;;;
444;Jundiaí;130;3;2;2;Sim;Não;0;3300;108;50;Casa;Ponte São João;Locado;;;;;
445;Jundiaí;108;2;4;2;Sim;Não;1289;4430;522;57;Apartamento;Vila Militar;Disponível;;;;;
446;Jundiaí;75;2;2;1;Sim;Não;926;3005;203;10;Casa;São Camilo;Disponível;;;;;
447;Jundiaí;250;3;3;3;Sim;Não;0;4500;150;68;Casa;Nova Odessa;Disponível;;;;;
448;Jundiaí;55;1;1;0;Sim;Não;473;500;17;7;Casa;São Camilo;Disponível;;;;;
449;Jundiaí;129;3;2;3;Não;Sim;1260;2950;450;38;Casa;Retiro;Disponível;;;;;
450;Jundiaí;158;4;4;3;Sim;Não;2100;6600;375;84;Casa;Pinheirinhos/Represa;Disponível;;;;;
451;Jundiaí;100;3;3;2;Sim;Não;1200;3248;384;42;Apartamento;Pinheirinhos/Represa;Disponível;;;;;
452;Jundiaí;130;3;2;3;Sim;Sim;0;7450;167;112;Casa;Rami;Locado;;;;;
453;Jundiaí;25;1;1;0;Sim;Não;20;1200;25;19;Casa;Samambaia;Disponível;;;;;
454;Jundiaí;240;3;2;3;Sim;Não;0;9265;525;140;Apartamento;Samambaia;Disponível;;;;;
455;Jundiaí;196;3;4;2;Não;Não;2200;3300;559;42;Casa;Centro;Locado;;;;;
456;Jundiaí;39;1;1;1;Sim;Não;460;3300;157;42;Casa;Pacaembu;Disponível;;;;;
457;Jundiaí;46;2;1;1;Sim;Não;250;970;42;13;Casa;Horto Florestal;Disponível;;;;;
458;Jundiaí;120;3;2;0;Sim;Não;0;2500;84;38;Casa;Casa Branca;Disponível;;;;;
459;Jundiaí;270;2;2;3;Sim;Não;2200;8650;0;110;Casa;Hortolândia;Disponível;;;;;
460;Jundiaí;700;4;10;0;Sim;Não;0;15000;8750;226;Apartamento;Centro;Disponível;;;;;
461;Jundiaí;462;4;7;4;Sim;Não;0;5000;590;76;Apartamento;Nova Odessa;Disponível;;;;;
462;Jundiaí;35;1;1;1;Sim;Sim;475;3150;0;23;Apartamento;Alvorada;Locado;;;;;
463;Jundiaí;90;3;3;2;Não;Não;897;3500;0;45;Casa;Caxambu;Disponível;;;;;
464;Jundiaí;98;3;2;2;Sim;Não;1400;1760;383;23;Casa;Vianelo / Bonfiglioli;Disponível;;;;;
465;Jundiaí;159;2;2;1;Sim;Sim;1236;4200;251;54;Casa;Pinheirinhos/Represa;Disponível;;;;;
466;Jundiaí;115;3;5;2;Sim;Não;1830;7000;495;89;Apartamento;Engordadouro;Disponível;;;;;
467;Jundiaí;400;3;3;1;Sim;Não;3000;11000;142;140;Casa;Caxambu;Locado;;;;;
468;Jundiaí;60;2;1;1;Não;Não;498;1317;25;17;Casa;Marco Leite;Locado;;;;;
469;Jundiaí;220;3;4;3;Sim;Sim;3300;8000;1000;102;Casa;Santa Gertrudes;Disponível;;;;;
470;Jundiaí;67;2;1;1;Sim;Não;1500;2099;250;27;Casa;Vila Municipal;Disponível;;;;;
471;Jundiaí;165;3;4;3;Sim;Não;1700;4500;573;58;Casa;Casa Branca;Disponível;;;;;
472;Jundiaí;100;2;4;0;Sim;Não;0;3000;0;39;Casa;Torres São José;Disponível;;;;;
473;Jundiaí;55;1;2;1;Sim;Não;1317;2576;230;10;Apartamento;Torres São José;Locado;;;;;
474;Jundiaí;35;1;1;1;Sim;Não;254;600;92;8;Casa;Gramadão;Locado;;;;;
475;Jundiaí;51;1;1;1;Sim;Sim;630;3700;0;47;Apartamento;Ponte São João;Disponível;;;;;
476;Jundiaí;73;2;2;1;Sim;Não;700;1250;150;16;Apartamento;Medeiros;Locado;;;;;
477;Jundiaí;320;5;5;4;Sim;Não;5800;5500;1500;70;Casa;Medeiros;Disponível;;;;;
478;Jundiaí;35;1;1;1;Sim;Não;380;2300;100;30;Casa;Nambi;Disponível;;;;;
479;Jundiaí;46;1;1;0;Sim;Não;100;1600;0;21;Casa;Tamoio;Disponível;;;;;
480;Jundiaí;350;4;3;4;Não;Não;500;6000;500;91;Apartamento;Jundiaí Mirim;Disponível;;;;;
481;Jundiaí;340;4;4;3;Sim;Não;0;14000;834;178;Casa;Jardim Ermida Ii;Disponível;;;;;
482;Jundiaí;28;1;1;1;Não;Sim;1590;1899;198;5;Apartamento;Jardim Do Lago;Locado;;;;;
483;Jundiaí;125;3;2;2;Sim;Sim;0;3000;150;46;Casa;Rami;Disponível;;;;;
484;Jundiaí;44;1;1;1;Sim;Não;560;3450;0;13;Casa;Cerâmica Ibetel;Disponível;;;;;
485;Jundiaí;95;2;1;1;Sim;Não;900;3000;67;39;Casa;São Camilo;Locado;;;;;
486;Jundiaí;310;3;4;3;Sim;Não;2400;4500;900;58;Apartamento;Novo Horizonte;Locado;;;;;
487;Jundiaí;48;2;1;0;Sim;Não;100;1350;0;18;Casa;Medeiros;Disponível;;;;;
488;Jundiaí;30;4;4;2;Sim;Sim;0;5000;4247;76;Casa;Vila Arens / Vila Progresso;Disponível;;;;;
489;Jundiaí;46;1;1;1;Sim;Não;550;580;43;8;Casa;Novo Horizonte;Disponível;;;;;
490;Jundiaí;141;3;2;2;Sim;Não;1650;7400;0;94;Casa;Tamoio;Disponível;;;;;
491;Jundiaí;58;1;1;1;Sim;Não;610;1600;89;21;Apartamento;Engordadouro;Disponível;;;;;
492;Jundiaí;48;2;1;0;Sim;Não;100;1350;0;18;Casa;Torres São José;Locado;;;;;
493;Jundiaí;560;5;5;6;Sim;Não;0;15000;1917;226;Casa;Centro;Disponível;;;;;
494;Jundiaí;98;3;2;1;Sim;Não;1350;5500;200;70;Casa;Pinheirinhos/Represa;Locado;;;;;
495;Jundiaí;340;3;4;4;Não;Não;7000;12500;3084;159;Casa;Tulipas;Locado;;;;;
